0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, -0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, -0.000000, 0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001, 0.000003, 0.000008, 0.000022, 0.000057, 0.000144, 0.000347, 0.000796, 0.001745, 0.003650, 0.007290, 0.013906, 0.025347, 0.044171, 0.073638, 0.117525, 0.179712, 0.263552, 0.371093, 0.502335, 0.654721, 0.823063, 

0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, -0.000000, -0.000000, -0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, -0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, -0.000000, -0.000000, -0.000000, 0.000000, -0.000000, -0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001, 0.000002, 0.000005, 0.000010, 0.000020, 0.000039, 0.000077, 0.000148, 0.000276, 0.000504, 0.000899, 0.001565, 0.002663, 0.004427, 0.007190, 0.011412, 0.017706, 0.026857, 0.039833, 0.057780, 0.081990, 0.113846, 0.154729, 0.205903, 0.268382, 0.342782, 0.429195, 0.527089, 0.635256, 0.751830, 0.874367, 

0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, -0.000000, 0.000000, -0.000000, -0.000000, -0.000000, 0.000000, -0.000000, -0.000000, -0.000000, -0.000000, -0.000000, 0.000000, 0.000000, 0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001, 0.000002, 0.000003, 0.000006, 0.000011, 0.000020, 0.000036, 0.000063, 0.000108, 0.000181, 0.000301, 0.000491, 0.000789, 0.001249, 0.001946, 0.002985, 0.004509, 0.006706, 0.009823, 0.014171, 0.020137, 0.028186, 0.038867, 0.052808, 0.070701, 0.093290, 0.121335, 0.155580, 0.196706, 0.245278, 0.301700, 0.366157, 0.438578, 0.518605, 0.605577, 0.698535, 0.796253, 0.897279, 

0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001, 0.000002, 0.000003, 0.000005, 0.000008, 0.000013, 0.000022, 0.000035, 0.000057, 0.000091, 0.000144, 0.000225, 0.000347, 0.000528, 0.000796, 0.001186, 0.001745, 0.002539, 0.003650, 0.005189, 0.007290, 0.010127, 0.013906, 0.018881, 0.025347, 0.033648, 0.044171, 0.057347, 0.073638, 0.093533, 0.117525, 0.146100, 0.179712, 0.218758, 0.263552, 0.314305, 0.371093, 0.433848, 0.502335, 0.576150, 0.654721, 0.737316, 0.823063, 0.910979, 

0.000000, -0.000000, 0.000000, -0.000000, -0.000000, -0.000000, -0.000000, 0.000000, -0.000000, -0.000000, -0.000000, -0.000000, -0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000001, 0.000001, 0.000002, 0.000003, 0.000004, 0.000007, 0.000011, 0.000017, 0.000027, 0.000041, 0.000063, 0.000096, 0.000145, 0.000216, 0.000318, 0.000465, 0.000674, 0.000967, 0.001374, 0.001935, 0.002700, 0.003732, 0.005110, 0.006934, 0.009322, 0.012419, 0.016395, 0.021448, 0.027807, 0.035729, 0.045500, 0.057433, 0.071861, 0.089131, 0.109599, 0.133614, 0.161513, 0.193601, 0.230139, 0.271332, 0.317311, 0.368120, 0.423711, 0.483927, 0.548506, 0.617075, 0.689157, 0.764177, 0.841481, 0.920344, 

